title,date,category,info,link
Three more buildings under ambush-style lockdown - RTHK,2021-02-03 HKT 19:33,Local,"Global air passenger traffic plunged by an unprecedented 66 percent in 2020 due to travel restrictions imposed over the Covid-19 pandemic, an industry...",news.rthk.hk/rthk/en/component/k2/1573915-20210203.htm?archive_date=2021-02-03
Teachers' testing for full school resumption - RTHK,2021-02-03 HKT 20:12,Local,The government on Wednesday outlined plans for coronavirus testing for teachers and other school staff ahead of the resumption of classes after the Lu...,news.rthk.hk/rthk/en/component/k2/1573920-20210203.htm?archive_date=2021-02-03
Pandemic sees air travel slump by 60pc - RTHK,2021-02-03 HKT 23:24,World News,A team of investigators working on behalf of the World Health Organisation on Wednesday visited a major virus research laboratory in China's central c...,news.rthk.hk/rthk/en/component/k2/1573946-20210203.htm?archive_date=2021-02-03
Singapore 'Davos' to be postponed until August - RTHK,2021-02-04 HKT 01:11,World News,"The World Economic Forum said on Wednesday that its annual meeting, which has already been postponed and moved from Switzerland to Singapore, will be...",news.rthk.hk/rthk/en/component/k2/1573952-20210204.htm?archive_date=2021-02-04
No new Covid-19 cases uncovered in latest lockdowns - RTHK,2021-02-04 HKT 08:33,Local,"The government is wrapping up overnight lockdowns and compulsory testing at three locations across Hong Kong early on Thursday, with no new coronaviru...",news.rthk.hk/rthk/en/component/k2/1573989-20210204.htm?archive_date=2021-02-04
"Mainland's coronavirus total rises slightly - RTHK
",2021-02-04 HKT 10:21,Greater China,"China is ""firmly opposed"" to Britain's decision to revoke the licence of state broadcaster CGTN, the Foreign Ministry said on Friday. A ministry spoke...",news.rthk.hk/rthk/en/component/k2/1574013-20210204.htm?archive_date=2021-02-04
We can't let vaccinations be politicised: Carrie Lam - RTHK,2021-02-04 HKT 11:58,Local,"Chief Executive Carrie Lam on Thursday said the government is handling the city's coronavirus vaccination programme carefully, to avoid the issue bein...",news.rthk.hk/rthk/en/component/k2/1574032-20210204.htm?archive_date=2021-02-04
Govt staff find tracing app rule 'unnecessary' - RTHK,2021-02-04 HKT 12:05,Local,"Government staff working at the administration's headquarters in Admiralty have told RTHK that they don't understand why there's a need to scan the ""L...",news.rthk.hk/rthk/en/component/k2/1574027-20210204.htm?archive_date=2021-02-04
'Schools may not be safe despite negative tests' - RTHK,2021-02-04 HKT 12:13,Local,A secondary school principal on Thursday questioned the government's proposal to resume in-person classes after the Chinese New Year break once all te...,news.rthk.hk/rthk/en/component/k2/1574031-20210204.htm?archive_date=2021-02-04
"HK to bring in laws to curb doxxing, fake news - RTHK",2021-02-04 HKT 13:25,Local,"The Chief Executive, Carrie Lam, says the government will introduce a series of new laws to tackle privacy infringements, hate speech and fake news. A...",news.rthk.hk/rthk/en/component/k2/1574056-20210204.htm?archive_date=2021-02-04
"Flight tickets, masks top consumer complaints - RTHK",2021-02-04 HKT 13:52,Local,"The Consumer Council said it received more than 30,000 complaints last year – 26 percent more than the previous year and the highest since 2015 – due...",news.rthk.hk/rthk/en/component/k2/1574060-20210204.htm?archive_date=2021-02-04
Some hospital staff now getting regular Covid tests - RTHK,2021-02-04 HKT 17:34,Local,"The Hospital Authority said on Thursday that 5,000 members of staff who care for vulnerable patients are getting Covid tests on a voluntary basis ever...",news.rthk.hk/rthk/en/component/k2/1574111-20210204.htm?archive_date=2021-02-04
Mass Covid testing for Hung Hom hotel staff - RTHK,2021-02-04 HKT 17:55,Local,Health authorities have ordered more than 200 staff at a hotel in Hung Hom to get tested for Covid-19 after another staff member there came down with...,news.rthk.hk/rthk/en/component/k2/1574120-20210204.htm?archive_date=2021-02-04
Govt to roll out new measures to help underemployed - RTHK,2021-02-04 HKT 18:24,Local,The government has proposed a series of measures to help people who can't find enough work during the coronavirus pandemic. Labour secretary Law Chi-k...,news.rthk.hk/rthk/en/component/k2/1574124-20210204.htm?archive_date=2021-02-04
UK revokes CGTN's licence; China blasts BBC - RTHK,2021-02-04 HKT 19:16,Greater China,"Britain's media regulator, Ofcom, said on Thursday that it has revoked China Global Television Network's (CGTN) licence to broadcast in the UK In a st...",news.rthk.hk/rthk/en/component/k2/1574137-20210204.htm?archive_date=2021-02-04
"Lockdowns ordered in Yau Ma Tei, Mong Kok - RTHK",2021-02-04 HKT 19:42,Local,"A section of Yau Ma Tei was sealed off on Thursday evening, along with a residential building in Mong Kok, in the government’s latest ‘ambush-style’ l...",news.rthk.hk/rthk/en/component/k2/1574141-20210204.htm?archive_date=2021-02-04
"S&P, Nasdaq hit records as Wall Street surges - RTHK",2021-02-05 HKT 05:45,Finance,"Initial public offerings in China have undervalued companies by up to US$200bn over the past six years, according to research from the University of Hong Kong provided to the Financial Times. Limits on the valuations at which companies can sell shares in IPOs on most Chinese bourses mean that groups listing onshore may have raised just a quarter of what they otherwise could have. The Hong Kong government has proposed a series of measures to help people who can't find enough work during the coronavirus pandemic. Labour secretary Law Chi-kwong said yesterday that the government is seeking to relax the criteria for a basic subsidy for low-income families, to allow around 24,000 more underemployed households to benefit from the scheme for a year. The Indian government has warned Twitter to re-block access to accounts on its platform linked to the farmers’ protests, or to face legal penalties. The social media platform had originally complied with a government request on Monday to suspend access to around 200 Twitter accounts, but then unblocked them following uproar from free speech proponents. On today’s Money Talk, we’re joined by Francis Lun of GEO Securities and Wendy Liu at UBS. With a view from India is Toby Lawson from Societe Generale India.",news.rthk.hk/rthk/en/component/k2/1574191-20210205.htm?archive_date=2021-02-05
Latest lockdowns yield one preliminary positive case - RTHK,2021-02-05 HKT 08:32,Local,"Health officials say coronavirus tests on more than 2,100 residents of Mong Kok and Yau Ma Tei overnight led to the discovery of one preliminary posit...",news.rthk.hk/rthk/en/component/k2/1574211-20210205.htm?archive_date=2021-02-05
China reports fewest virus cases in over a month - RTHK,2021-02-05 HKT 09:26,Greater China,"China reported the fewest new Covid-19 cases in over a month, official data showed on Friday, suggesting that the latest wave of the disease is subsid...",news.rthk.hk/rthk/en/component/k2/1574224-20210205.htm?archive_date=2021-02-05
Man jailed for four months for fleeing isolation - RTHK,2021-02-05 HKT 15:34,Local,"A man who fled a hospital isolation ward after he was confirmed to have Covid-19 has been jailed for four months. Li Wan-keung, 63, pleaded guilty to...",news.rthk.hk/rthk/en/component/k2/1574295-20210205.htm?archive_date=2021-02-05
UK must correct its mistake over CGTN: Beijing - RTHK,2021-02-05 HKT 15:59,Greater China,US stocks rose more than 1 percent on Thursday and the S&P 500 and Nasdaq posted record closing highs after another batch of upbeat earnings and data...,news.rthk.hk/rthk/en/component/k2/1574299-20210205.htm?archive_date=2021-02-05
Five to plead guilty over June Fourth vigil - RTHK,2021-02-05 HKT 17:34,Local,Five of the 24 pro-democracy figures charged in connection with an unauthorised assembly last year marking the June Fourth crackdown said on Friday th...,news.rthk.hk/rthk/en/component/k2/1574312-20210205.htm?archive_date=2021-02-05
Lockdown 'Covid case' actually a recovered patient - RTHK,2021-02-05 HKT 17:43,Local,Health officials said on Friday that the suspected coronavirus case the authorities found during their latest ambush lockdowns turned out to be a reco...,news.rthk.hk/rthk/en/component/k2/1574326-20210205.htm?archive_date=2021-02-05
"Yuen Long, Ma On Shan buildings on lockdown - RTHK",2021-02-05 HKT 19:55,Local,"A private estate in Yuen Long and a public housing block in Ma On Shan were put on lockdown on Friday evening, the latest residential buildings to be...",news.rthk.hk/rthk/en/component/k2/1574354-20210205.htm?archive_date=2021-02-05
Free Covid tests offered to security guards - RTHK,2021-02-05 HKT 22:17,Local,"Health authorities on Friday said they will expand a free Covid-19 testing programme to cover security guards, while extending the programme for const...",news.rthk.hk/rthk/en/component/k2/1574376-20210205.htm?archive_date=2021-02-05
Govt waives publication requirement for Sinovac - RTHK,2021-02-05 HKT 22:47,Local,"The government has decided to exempt mainland drugmaker Sinovac from having to publish data from late-stage clinical trials in a medical journal, before a panel of experts decides whether to recommend its coronavirus vaccine for use here, after the firm said it was facing difficulties collating such information for publication.",news.rthk.hk/rthk/en/component/k2/1574382-20210205.htm?archive_date=2021-02-05
